OTU,Domain,Phylum,Class,Order,Family,Genus,Label
BOTU_1450,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1450_Bacteria
BOTU_1451,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3,BOTU_1451_Chthonomonas/Armatimonadetes_gp3
BOTU_1452,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,unidentified,unidentified,BOTU_1452_Chitinophagales
BOTU_1453,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,unidentified,unidentified,BOTU_1453_Planctomycetales
BOTU_1454,Bacteria,Acidobacteria,Acidobacteria_Gp5,unidentified,unidentified,Gp5,BOTU_1454_Acidobacteria_Gp5
BOTU_1455,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Edaphobaculum,BOTU_1455_Edaphobaculum
BOTU_1456,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,BOTU_1456_Actinomarinicola
BOTU_1457,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,BOTU_1457_Rhizomicrobium
BOTU_1458,Bacteria,Acidobacteria,Acidobacteria_Gp17,unidentified,unidentified,Gp17,BOTU_1458_Acidobacteria_Gp17
BOTU_1459,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unidentified,unidentified,BOTU_1459_Rhodospirillales
BOTU_146,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,unidentified,BOTU_146_candidate_division_WPS-1
BOTU_1460,Bacteria,Planctomycetes,Planctomycetacia,unidentified,unidentified,unidentified,BOTU_1460_Planctomycetacia
BOTU_1461,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,unidentified,BOTU_1461_Actinospicaceae
BOTU_1462,Bacteria,Acidobacteria,Acidobacteria_Gp17,unidentified,unidentified,Gp17,BOTU_1462_Acidobacteria_Gp17
BOTU_1463,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_1463_Betaproteobacteria
BOTU_1464,Bacteria,Chloroflexi,Caldilineae,Caldilineales,unidentified,unidentified,BOTU_1464_Caldilineales
BOTU_1465,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,unidentified,BOTU_1465_Armatimonadetes
BOTU_1466,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,unidentified,unidentified,BOTU_1466_Ktedonobacterales
BOTU_1467,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,unidentified,BOTU_1467_Isosphaeraceae
BOTU_1468,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1468_Bacteria
BOTU_1469,Bacteria,Acidobacteria,Acidobacteria_Gp4,unidentified,unidentified,Gp4,BOTU_1469_Acidobacteria_Gp4
BOTU_147,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_147_Bacteria
BOTU_1470,Bacteria,Acidobacteria,Acidobacteria_Gp1,unidentified,unidentified,unidentified,BOTU_1470_Acidobacteria_Gp1
BOTU_1471,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unidentified,unidentified,BOTU_1471_Rhizobiales
BOTU_1472,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_1472_Gemmataceae
BOTU_1473,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1473_Actinobacteria
BOTU_1474,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,unidentified,BOTU_1474_Isosphaeraceae
BOTU_1475,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1475_Actinobacteria
BOTU_1476,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1476_Bacteria
BOTU_1477,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1477_Bacteria
BOTU_1478,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unidentified,BOTU_1478_Acetobacteraceae
BOTU_1479,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1479_Proteobacteria
BOTU_148,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,unidentified,Chloroplast,Bacillariophyta,BOTU_148_Chloroplast
BOTU_1480,Bacteria,Planctomycetes,unidentified,unidentified,unidentified,unidentified,BOTU_1480_Planctomycetes
BOTU_1481,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,unidentified,BOTU_1481_Micropepsaceae
BOTU_1482,Bacteria,Firmicutes,unidentified,unidentified,unidentified,unidentified,BOTU_1482_Firmicutes
BOTU_1483,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_1483_Chloroflexi
BOTU_1484,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,unidentified,unidentified,BOTU_1484_Gemmatimonadales
BOTU_1485,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,BOTU_1485_Acidiphilium
BOTU_1486,Bacteria,Verrucomicrobia,Spartobacteria,unidentified,unidentified,Spartobacteria_genera_incertae_sedis,BOTU_1486_Spartobacteria
BOTU_1487,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,BOTU_1487_Deinococcus
BOTU_1488,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1488_Bacteria
BOTU_1489,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,unidentified,unidentified,BOTU_1489_Armatimonadales
BOTU_149,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,unidentified,Acidibacter,BOTU_149_Gammaproteobacteria_incertae_sedis
BOTU_1490,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1490_Chitinophagaceae
BOTU_1491,Bacteria,Acidobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1491_Acidobacteria
BOTU_1492,Bacteria,Cyanobacteria/Chloroplast,unidentified,unidentified,unidentified,unidentified,BOTU_1492_Cyanobacteria/Chloroplast
BOTU_1493,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,unidentified,unidentified,BOTU_1493_Planctomycetales
BOTU_1494,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1494_Bacteria
BOTU_1495,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unidentified,BOTU_1495_Acetobacteraceae
BOTU_1496,Bacteria,Acidobacteria,Acidobacteria_Gp10,unidentified,unidentified,Gp10,BOTU_1496_Acidobacteria_Gp10
BOTU_1497,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_1497_Subdivision3
BOTU_1498,Bacteria,Acidobacteria,Acidobacteria_Gp22,unidentified,unidentified,Gp22,BOTU_1498_Acidobacteria_Gp22
BOTU_1499,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,unidentified,BOTU_1499_Blastocatellaceae
BOTU_15,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,BOTU_15_Solirubrobacter
BOTU_150,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,unidentified,BOTU_150_Methylobacteriaceae
BOTU_1500,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,unidentified,unidentified,BOTU_1500_Pirellulales
BOTU_1501,Bacteria,Acidobacteria,Acidobacteria_Gp17,unidentified,unidentified,Gp17,BOTU_1501_Acidobacteria_Gp17
BOTU_1502,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1502_Bacteria
BOTU_1503,Bacteria,Planctomycetes,Planctomycetacia,unidentified,unidentified,unidentified,BOTU_1503_Planctomycetacia
BOTU_1504,Bacteria,Acidobacteria,Acidobacteria_Gp1,unidentified,unidentified,Gp1,BOTU_1504_Acidobacteria_Gp1
BOTU_1505,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1505_Bacteria
BOTU_1506,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1506_Bacteria
BOTU_1507,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1507_Bacteria
BOTU_1508,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,BOTU_1508_Roseomonas
BOTU_1509,Bacteria,Chloroflexi,Thermomicrobia,unidentified,unidentified,unidentified,BOTU_1509_Thermomicrobia
BOTU_151,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,unidentified,Chloroplast,Streptophyta,BOTU_151_Chloroplast
BOTU_1510,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_1510_Gemmataceae
BOTU_1511,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1511_Bacteria
BOTU_1512,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_1512_Gammaproteobacteria
BOTU_1513,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_1513_Gemmataceae
BOTU_1514,Bacteria,Planctomycetes,unidentified,unidentified,unidentified,unidentified,BOTU_1514_Planctomycetes
BOTU_1515,Bacteria,Acidobacteria,Acidobacteria_Gp1,unidentified,unidentified,unidentified,BOTU_1515_Acidobacteria_Gp1
BOTU_1516,Bacteria,Actinobacteria,Actinobacteria,unidentified,unidentified,unidentified,BOTU_1516_Actinobacteria
BOTU_1517,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Zavarzinella,BOTU_1517_Zavarzinella
BOTU_1518,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1518_Bacteria
BOTU_1519,Bacteria,Acidobacteria,Acidobacteria_Gp4,unidentified,unidentified,unidentified,BOTU_1519_Acidobacteria_Gp4
BOTU_152,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_152_Betaproteobacteria
BOTU_1520,Bacteria,Planctomycetes,Planctomycetacia,unidentified,unidentified,unidentified,BOTU_1520_Planctomycetacia
BOTU_1521,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Nocardiaceae,Nocardia,BOTU_1521_Nocardia
BOTU_1522,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1522_Bacteria
BOTU_1523,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_1523_Gemmataceae
BOTU_1524,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1524_Bacteria
BOTU_1525,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_1525_Chloroflexi
BOTU_1526,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_1526_Myxococcales
BOTU_1527,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1527_Bacteria
BOTU_1528,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1528_Bacteria
BOTU_1529,Bacteria,Acidobacteria,Acidobacteria_Gp6,unidentified,unidentified,Gp6,BOTU_1529_Acidobacteria_Gp6
BOTU_153,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_153_Bacteria
BOTU_1530,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,unidentified,BOTU_1530_Opitutaceae
BOTU_1531,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1531_Bacteria
BOTU_1532,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,BOTU_1532_Pirellula
BOTU_1533,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_1533_Betaproteobacteria
BOTU_1534,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_1534_Acidobacteria_Gp3
BOTU_1535,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_1535_Alphaproteobacteria
BOTU_1536,Bacteria,Actinobacteria,Actinobacteria,unidentified,unidentified,unidentified,BOTU_1536_Actinobacteria
BOTU_1537,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,unidentified,BOTU_1537_Fulvivirgaceae
BOTU_1538,Bacteria,Latescibacteria,unidentified,unidentified,unidentified,Latescibacteria_genera_incertae_sedis,BOTU_1538_Latescibacteria
BOTU_1539,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1539_Bacteria
BOTU_154,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_154_Bacteria
BOTU_1540,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unidentified,unidentified,BOTU_1540_Rhizobiales
BOTU_1541,Bacteria,Acidobacteria,Acidobacteria_Gp1,unidentified,unidentified,unidentified,BOTU_1541_Acidobacteria_Gp1
BOTU_1542,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,BOTU_1542_Phenylobacterium
BOTU_1543,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1543_Actinobacteria
BOTU_1544,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,unidentified,BOTU_1544_Thermomonosporaceae
BOTU_1545,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,BOTU_1545_Polyangium
BOTU_1546,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1546_Bacteria
BOTU_1547,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_1547_Acidobacteria_Gp3
BOTU_1548,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_1548_Acidobacteria_Gp3
BOTU_1549,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1549_Bacteria
BOTU_155,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_155_Thermoleophilia
BOTU_1550,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unidentified,unidentified,BOTU_1550_Rhizobiales
BOTU_1551,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1551_Bacteria
BOTU_1552,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,BOTU_1552_Nitrospira
BOTU_1553,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1553_Bacteria
BOTU_1554,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1554_Bacteria
BOTU_1555,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,unidentified,unidentified,unidentified,BOTU_1555_Chloroplast
BOTU_1556,Bacteria,Verrucomicrobia,Spartobacteria,unidentified,unidentified,Spartobacteria_genera_incertae_sedis,BOTU_1556_Spartobacteria
BOTU_1557,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Promicromonospora,BOTU_1557_Promicromonospora
BOTU_1558,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_1558_Acidobacteria_Gp3
BOTU_1559,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_1559_Acidobacteria_Gp3
BOTU_156,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unidentified,BOTU_156_Hyphomicrobiaceae
BOTU_1560,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1560_Bacteria
BOTU_1561,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,Armatimonadetes_gp4,BOTU_1561_Armatimonadetes
BOTU_1562,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,BOTU_1562_Spirosoma
BOTU_1563,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1563_Proteobacteria
BOTU_1564,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1564_Bacteria
BOTU_1565,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1565_Bacteria
BOTU_1566,Bacteria,Acidobacteria,Acidobacteria_Gp11,unidentified,unidentified,Gp11,BOTU_1566_Acidobacteria_Gp11
BOTU_1567,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unidentified,unidentified,BOTU_1567_Solirubrobacterales
BOTU_1568,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1568_Bacteria
BOTU_1569,Bacteria,Acidobacteria,Acidobacteria_Gp10,unidentified,unidentified,Gp10,BOTU_1569_Acidobacteria_Gp10
BOTU_157,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,unidentified,BOTU_157_Geminicoccaceae
BOTU_1570,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_1570_Subdivision3
BOTU_1571,Bacteria,Acidobacteria,Acidobacteria_Gp25,unidentified,unidentified,Gp25,BOTU_1571_Acidobacteria_Gp25
BOTU_1572,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,unidentified,BOTU_1572_Geminicoccaceae
BOTU_1573,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,unidentified,unidentified,unidentified,BOTU_1573_Cyanobacteria
BOTU_1574,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1574_Bacteria
BOTU_1575,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_1575_Subdivision3
BOTU_1576,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Lacipirellulaceae,Lacipirellula,BOTU_1576_Lacipirellula
BOTU_1577,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1577_Bacteria
BOTU_1578,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,BOTU_1578_Phenylobacterium
BOTU_1579,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,unidentified,unidentified,BOTU_1579_Acidimicrobiales
BOTU_158,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Reyranellaceae,Reyranella,BOTU_158_Reyranella
BOTU_1580,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1580_Bacteria
BOTU_1581,Bacteria,Actinobacteria,Actinobacteria,unidentified,unidentified,unidentified,BOTU_1581_Actinobacteria
BOTU_1582,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_1582_Gemmatimonadaceae
BOTU_1583,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_1583_Bacteroidetes
BOTU_1584,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,BOTU_1584_Paenibacillus
BOTU_1585,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3,BOTU_1585_Chthonomonas/Armatimonadetes_gp3
BOTU_1586,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1586_Bacteria
BOTU_1587,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1587_Bacteria
BOTU_1588,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_1588_Bacteroidetes
BOTU_1589,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,unidentified,BOTU_1589_candidate_division_WPS-1
BOTU_159,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,unidentified,BOTU_159_Conexibacteraceae
BOTU_1590,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Fimbriiglobus,BOTU_1590_Fimbriiglobus
BOTU_1591,Bacteria,Verrucomicrobia,Spartobacteria,unidentified,unidentified,Spartobacteria_genera_incertae_sedis,BOTU_1591_Spartobacteria
BOTU_1592,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_1592_Sphingomonas
BOTU_1593,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_1593_Myxococcales
BOTU_1594,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1594_Bacteria
BOTU_1595,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1595_Bacteria
BOTU_1596,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_1596_Thermoleophilia
BOTU_1597,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1597_Bacteria
BOTU_1598,Bacteria,Acidobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1598_Acidobacteria
BOTU_1599,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1599_Bacteria
BOTU_16,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,BOTU_16_Gaiella
BOTU_160,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_160_Actinobacteria
BOTU_1600,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1600_Bacteria
BOTU_1601,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1601_Bacteria
BOTU_1602,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1602_Bacteria
BOTU_1603,Bacteria,Acidobacteria,Acidobacteria_Gp16,unidentified,unidentified,unidentified,BOTU_1603_Acidobacteria_Gp16
BOTU_1604,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,BOTU_1604_Brevundimonas
BOTU_1605,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1605_Bacteria
BOTU_1606,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,WPS-1_genera_incertae_sedis,BOTU_1606_candidate_division_WPS-1
BOTU_1607,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,unidentified,unidentified,BOTU_1607_Cytophagales
BOTU_1608,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_1608_Subdivision3
BOTU_1609,Bacteria,Firmicutes,unidentified,unidentified,unidentified,unidentified,BOTU_1609_Firmicutes
BOTU_161,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unidentified,unidentified,BOTU_161_Solirubrobacterales
BOTU_1610,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1610_Bacteria
BOTU_1611,Bacteria,Proteobacteria,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,BOTU_1611_Oligoflexus
BOTU_1612,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1612_Bacteria
BOTU_1613,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1613_Bacteria
BOTU_1614,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_1614_Myxococcales
BOTU_1615,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1615_Bacteria
BOTU_1616,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas/Armatimonadetes_gp1,BOTU_1616_Armatimonas/Armatimonadetes_gp1
BOTU_1617,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,Armatimonadetes_gp4,BOTU_1617_Armatimonadetes
BOTU_1618,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Cohnella,BOTU_1618_Cohnella
BOTU_1619,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1619_Bacteria
BOTU_162,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,BOTU_162_Paraburkholderia
BOTU_1620,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1620_Bacteria
BOTU_1621,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1621_Bacteria
BOTU_1622,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,unidentified,BOTU_1622_Isosphaeraceae
BOTU_1623,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1623_Bacteria
BOTU_1624,Bacteria,Planctomycetes,Planctomycetacia,unidentified,unidentified,unidentified,BOTU_1624_Planctomycetacia
BOTU_1625,Bacteria,Acidobacteria,Acidobacteria_Gp6,unidentified,unidentified,Gp6,BOTU_1625_Acidobacteria_Gp6
BOTU_1626,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,unidentified,unidentified,BOTU_1626_Nitrosomonadales
BOTU_1627,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,BOTU_1627_Mycobacterium
BOTU_1628,Bacteria,Acidobacteria,Acidobacteria_Gp4,unidentified,unidentified,Gp4,BOTU_1628_Acidobacteria_Gp4
BOTU_1629,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1629_Bacteria
BOTU_163,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_163_Thermoleophilia
BOTU_1630,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1630_Bacteria
BOTU_1631,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,unidentified,unidentified,BOTU_1631_Verrucomicrobiales
BOTU_1632,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,unidentified,unidentified,BOTU_1632_Pirellulales
BOTU_1633,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,unidentified,BOTU_1633_Acidobacteria_Gp3
BOTU_1634,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1634_Bacteria
BOTU_1635,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,BOTU_1635_Paenibacillus
BOTU_1636,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1636_Actinobacteria
BOTU_1637,Bacteria,Acidobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1637_Acidobacteria
BOTU_1638,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,unidentified,BOTU_1638_Sphingobacteriaceae
BOTU_1639,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,BOTU_1639_Arenimonas
BOTU_164,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unidentified,unidentified,BOTU_164_Rhodospirillales
BOTU_1640,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1640_Bacteria
BOTU_1641,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unidentified,unidentified,BOTU_1641_Burkholderiales
BOTU_1642,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1642_Bacteria
BOTU_1643,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_1643_Acidobacteria_Gp3
